Entry	Entry Name	Gene Names	Organism
Q9JM61	THSD1_MOUSE	Thsd1 Tmtsp	Mus musculus (Mouse)
Q9QUJ0	HCST_MOUSE	Hcst Dap10 Kap10	Mus musculus (Mouse)
Q9QUK6	TLR4_MOUSE	Tlr4 Lps	Mus musculus (Mouse)
Q9QUM0	ITA2B_MOUSE	Itga2b	Mus musculus (Mouse)
Q9QUM4	SLAF1_MOUSE	Slamf1 Slam	Mus musculus (Mouse)
Q9QUN7	TLR2_MOUSE	Tlr2	Mus musculus (Mouse)
Q9QXH4	ITAX_MOUSE	Itgax	Mus musculus (Mouse)
Q9QXX0	JAG1_MOUSE	Jag1	Mus musculus (Mouse)
Q9QY40	PLXB3_MOUSE	Plxnb3 Kiaa1206 Plxn6	Mus musculus (Mouse)
Q9QY81	PO210_MOUSE	Nup210 Kiaa0906	Mus musculus (Mouse)
Q9QYE5	JAG2_MOUSE	Jag2	Mus musculus (Mouse)
Q9QZM4	TR10B_MOUSE	Tnfrsf10b Dr5 Killer	Mus musculus (Mouse)
Q9QZS7	NPHN_MOUSE	Nphs1 Nphn	Mus musculus (Mouse)
Q9R069	BCAM_MOUSE	Bcam Gplu Lu	Mus musculus (Mouse)
Q9R0L9	MUC24_MOUSE	Cd164	Mus musculus (Mouse)
Q9R0M4	PODXL_MOUSE	Podxl Pclp1	Mus musculus (Mouse)
Q9R0Q3	TMED2_MOUSE	Tmed2 Rnp24 Sid394	Mus musculus (Mouse)
Q9R0S2	MMP24_MOUSE	Mmp24 Mmp21 Mt5mmp	Mus musculus (Mouse)
Q9R100	CAD17_MOUSE	Cdh17	Mus musculus (Mouse)
Q9R158	AD26A_MOUSE	Adam26a Adam26	Mus musculus (Mouse)
Q9R159	ADA25_MOUSE	Adam25	Mus musculus (Mouse)
Q9R160	ADA24_MOUSE	Adam24	Mus musculus (Mouse)
Q9R187	EDAR_MOUSE	Edar Dl	Mus musculus (Mouse)
Q9R1Q9	VAS1_MOUSE	Atp6ap1 Atp6ip1 Atp6s1	Mus musculus (Mouse)
Q9R1V4	ADA11_MOUSE	Adam11 Mdc	Mus musculus (Mouse)
Q9R1V6	ADA22_MOUSE	Adam22	Mus musculus (Mouse)
Q9R1V7	ADA23_MOUSE	Adam23 Mdc3	Mus musculus (Mouse)
Q9R233	TPSN_MOUSE	Tapbp Tapa	Mus musculus (Mouse)
Q9WTJ5	RAMP1_MOUSE	Ramp1	Mus musculus (Mouse)
Q9WTL4	INSRR_MOUSE	Insrr Irr	Mus musculus (Mouse)
Q9WTR0	MMP16_MOUSE	Mmp16	Mus musculus (Mouse)
Q9WTW2	KCNE3_MOUSE	Kcne3	Mus musculus (Mouse)
Q9WTX4	NRG4_MOUSE	Nrg4	Mus musculus (Mouse)
Q9WTZ2	MBTP1_MOUSE	Mbtps1 S1p Ski1	Mus musculus (Mouse)
Q9WU03	SPIT2_MOUSE	Spint2 Hai2	Mus musculus (Mouse)
Q9WU60	ATRN_MOUSE	Atrn Mg Mgca	Mus musculus (Mouse)
Q9WUH7	SEM4G_MOUSE	Sema4g	Mus musculus (Mouse)
Q9WUL5	PD1L2_MOUSE	Pdcd1lg2 B7dc Btdc Cd273 Pdl2	Mus musculus (Mouse)
Q9WUP0	RAMP2_MOUSE	Ramp2	Mus musculus (Mouse)
Q9WUP1	RAMP3_MOUSE	Ramp3	Mus musculus (Mouse)
Q9WV91	FPRP_MOUSE	Ptgfrn Fprp	Mus musculus (Mouse)
Q9WVS0	ICOS_MOUSE	Icos Ailim	Mus musculus (Mouse)
Q9WVT6	CAH14_MOUSE	Ca14 Car14 Catm	Mus musculus (Mouse)
Q9Z0F8	ADA17_MOUSE	Adam17 Tace	Mus musculus (Mouse)
Q9Z0L0	TPBG_MOUSE	Tpbg 5t4	Mus musculus (Mouse)
Q9Z0T9	ITB6_MOUSE	Itgb6	Mus musculus (Mouse)
Q9Z0W1	TNR16_MOUSE	Ngfr Tnfrsf16	Mus musculus (Mouse)
Q9Z0Z4	HEPH_MOUSE	Heph Kiaa0698	Mus musculus (Mouse)
Q9Z123	SEM4F_MOUSE	Sema4f Semaw	Mus musculus (Mouse)
Q9Z138	ROR2_MOUSE	Ror2	Mus musculus (Mouse)
Q9Z139	ROR1_MOUSE	Ror1 Ntrkr1	Mus musculus (Mouse)
Q9Z1L5	CA2D3_MOUSE	Cacna2d3	Mus musculus (Mouse)
Q9Z1P5	CD320_MOUSE	Cd320	Mus musculus (Mouse)
Q9Z239	PLM_MOUSE	Fxyd1 Plm	Mus musculus (Mouse)
Q9Z2B1	I18RA_MOUSE	Il18rap	Mus musculus (Mouse)
Q9Z2B5	E2AK3_MOUSE	Eif2ak3 Pek Perk	Mus musculus (Mouse)
Q9Z2E3	ERN2_MOUSE	Ern2 Ire2	Mus musculus (Mouse)
Q9Z2G6	SE1L1_MOUSE	Sel1l Sel1h	Mus musculus (Mouse)
Q9Z2I4	ROBO3_MOUSE	Robo3 Rbig1	Mus musculus (Mouse)
T1NXB5	VSTM4_MOUSE	Vstm4	Mus musculus (Mouse)
W8DXL4	LRIT3_MOUSE	Lrit3	Mus musculus (Mouse)
A2AFS3	ELAP1_MOUSE	Elapor1 Kiaa1324	Mus musculus (Mouse)
A2ALI5	AJAP1_MOUSE	Ajap1 Gm573	Mus musculus (Mouse)
A2APA5	FA209_MOUSE	Fam209	Mus musculus (Mouse)
A8E0Y8	IGSF2_MOUSE	Cd101 Igsf2	Mus musculus (Mouse)
B1ATG9	TIKI2_MOUSE	Trabd2b Gm12824 Hkat Tiki2	Mus musculus (Mouse)
B1B212	H60B_MOUSE	H60b	Mus musculus (Mouse)
B6A8R8	TARM1_MOUSE	Tarm1 Gm9904	Mus musculus (Mouse)
E9Q7P9	CDHR2_MOUSE	Cdhr2	Mus musculus (Mouse)
E9Q9R3	FIMP_MOUSE	Fimp	Mus musculus (Mouse)
O08742	GPV_MOUSE	Gp5	Mus musculus (Mouse)
O09030	I13R1_MOUSE	Il13ra1 Il13r Il13ra	Mus musculus (Mouse)
O70472	TM131_MOUSE	Tmem131 D1Bwg0491e Kiaa0257 Rw1	Mus musculus (Mouse)
O70570	PIGR_MOUSE	Pigr	Mus musculus (Mouse)
O88186	GPIX_MOUSE	Gp9	Mus musculus (Mouse)
O88324	CD83_MOUSE	Cd83	Mus musculus (Mouse)
O88338	CAD16_MOUSE	Cdh16	Mus musculus (Mouse)
O88799	ZAN_MOUSE	Zan	Mus musculus (Mouse)
O89001	CBPD_MOUSE	Cpd	Mus musculus (Mouse)
P01904	HA21_MOUSE	H2-Ea	Mus musculus (Mouse)
P04224	HA22_MOUSE		Mus musculus (Mouse)
P06344	HB2U_MOUSE		Mus musculus (Mouse)
P09793	CTLA4_MOUSE	Ctla4 Cd152	Mus musculus (Mouse)
P0C6B2	PTCRA_MOUSE	Ptcra	Mus musculus (Mouse)
P14430	HA18_MOUSE	H2-Q8	Mus musculus (Mouse)
P14439	HA23_MOUSE	H2-Ea H2-Ea-ps	Mus musculus (Mouse)
P18468	HB2I_MOUSE	H2-Eb1	Mus musculus (Mouse)
P20352	TF_MOUSE	F3 Cf-3 Cf3	Mus musculus (Mouse)
P20934	EVI2A_MOUSE	Evi2a Evi-2 Evi-2a Evi2	Mus musculus (Mouse)
P21183	IL5RA_MOUSE	Il5ra Il5r	Mus musculus (Mouse)
P33146	CAD15_MOUSE	Cdh15 Cdh14	Mus musculus (Mouse)
P50283	CD7_MOUSE	Cd7	Mus musculus (Mouse)
P56400	GP1BB_MOUSE	Gp1bb	Mus musculus (Mouse)
P59222	SREC2_MOUSE	Scarf2 Srec2	Mus musculus (Mouse)
P59383	LRRN4_MOUSE	Lrrn4	Mus musculus (Mouse)
P61622	ITA11_MOUSE	Itga11	Mus musculus (Mouse)
P70225	I11RB_MOUSE	Il11ra2	Mus musculus (Mouse)
P70408	CAD10_MOUSE	Cdh10	Mus musculus (Mouse)
P83093	STIM2_MOUSE	Stim2 Kiaa1482	Mus musculus (Mouse)
P86176	TIGIT_MOUSE	Tigit Vstm3	Mus musculus (Mouse)
P98154	IDD_MOUSE	Dgcr2 Dgsc Idd Sez-12 Sez12	Mus musculus (Mouse)
Q00941	CSF2R_MOUSE	Csf2ra Csfgmra	Mus musculus (Mouse)
Q0V8T7	CTP5C_MOUSE	Cntnap5c Caspr5-3	Mus musculus (Mouse)
Q0V8T8	CTP5B_MOUSE	Cntnap5b Caspr5-2	Mus musculus (Mouse)
Q0V8T9	CTP5A_MOUSE	Cntnap5a Caspr5-1	Mus musculus (Mouse)
Q2LA85	TRML2_MOUSE	Treml2 Tlt2	Mus musculus (Mouse)
Q2VLH6	C163A_MOUSE	Cd163 M130	Mus musculus (Mouse)
Q2YFS2	PILRB_MOUSE	Pilrb Fdfact Pilrb1	Mus musculus (Mouse)
Q2YFS3	PILRA_MOUSE	Pilra	Mus musculus (Mouse)
Q3TEW6	MPZL1_MOUSE	Mpzl1 Pzr	Mus musculus (Mouse)
Q3TNL8	IPRI_MOUSE	Itprip Kiaa1754	Mus musculus (Mouse)
Q3U0X8	TACT_MOUSE	Cd96	Mus musculus (Mouse)
Q3U128	APCD1_MOUSE	Apcdd1 Drapc1	Mus musculus (Mouse)
Q3U3D7	T131L_MOUSE	Tmem131l Kiaa0922	Mus musculus (Mouse)
Q3U4N7	IGFR1_MOUSE	Igflr1 Tmem149	Mus musculus (Mouse)
Q3V009	TMED1_MOUSE	Tmed1 Il1rl1l	Mus musculus (Mouse)
Q3V0T4	ITAD_MOUSE	Itgad	Mus musculus (Mouse)
Q3V3F6	MPZL3_MOUSE	Mpzl3	Mus musculus (Mouse)
Q4FZH1	EREP1_MOUSE	Entrep1 Fam189a2 Gm967	Mus musculus (Mouse)
Q4VAH7	HECA2_MOUSE	Hepacam2 Miki	Mus musculus (Mouse)
Q5RJF7	CA2D4_MOUSE	Cacna2d4	Mus musculus (Mouse)
Q60767	LY75_MOUSE	Ly75 Cd205	Mus musculus (Mouse)
Q60837	I12R1_MOUSE	Il12rb1 Il12rb	Mus musculus (Mouse)
Q60846	TNR8_MOUSE	Tnfrsf8	Mus musculus (Mouse)
Q61190	I10R2_MOUSE	Il10rb Crfb4	Mus musculus (Mouse)
Q61559	FCGRN_MOUSE	Fcgrt Fcrn	Mus musculus (Mouse)
Q62313	TGON1_MOUSE	Tgoln1 Ttgn1	Mus musculus (Mouse)
Q62314	TGON2_MOUSE	Tgoln2 Ttgn2	Mus musculus (Mouse)
Q62556	BT1A1_MOUSE	Btn1a1 Btn	Mus musculus (Mouse)
Q640R3	HECAM_MOUSE	Hepacam	Mus musculus (Mouse)
Q64519	SDC3_MOUSE	Sdc3 Kiaa0468	Mus musculus (Mouse)
Q64695	EPCR_MOUSE	Procr Epcr	Mus musculus (Mouse)
Q6P6J9	TXD15_MOUSE	Txndc15	Mus musculus (Mouse)
Q6PDD0	UD2A2_MOUSE	Ugt2a2	Mus musculus (Mouse)
Q6PHB0	I20RA_MOUSE	Il20ra	Mus musculus (Mouse)
Q6PIX9	CQ080_MOUSE	Mtnap1 D11Wsu47e Gm57859	Mus musculus (Mouse)
Q6R5P0	TLR11_MOUSE	Tlr11 Gm287 Tlr12	Mus musculus (Mouse)
Q6XJV6	MO2R2_MOUSE	Cd200r1l Cd200r2	Mus musculus (Mouse)
Q78IS1	TMED3_MOUSE	Tmed3	Mus musculus (Mouse)
Q7TMJ8	P3IP1_MOUSE	Pik3ip1 Crkd Hgfl	Mus musculus (Mouse)
Q7TST5	LAMP3_MOUSE	Lamp3	Mus musculus (Mouse)
Q80T91	MEG11_MOUSE	Megf11 Kiaa1781	Mus musculus (Mouse)
Q80X72	LRC15_MOUSE	Lrrc15	Mus musculus (Mouse)
Q80YF6	UPK3B_MOUSE	Upk3b	Mus musculus (Mouse)
Q80ZD9	AMGO2_MOUSE	Amigo2 Ali1	Mus musculus (Mouse)
Q810B8	SLIK4_MOUSE	Slitrk4	Mus musculus (Mouse)
Q8BGN6	TMG4_MOUSE	Prrg4 Prgp4 Tmg4	Mus musculus (Mouse)
Q8BH32	SUSD4_MOUSE	Susd4	Mus musculus (Mouse)
Q8BH73	QPCTL_MOUSE	Qpctl	Mus musculus (Mouse)
Q8BLH5	TSP50_MOUSE	Prss50 Tsp50	Mus musculus (Mouse)
Q8BT18	ARMD4_MOUSE	Armh4 Ut2	Mus musculus (Mouse)
Q8BUJ9	LRP12_MOUSE	Lrp12	Mus musculus (Mouse)
Q8BZ81	LRRT3_MOUSE	Lrrtm3	Mus musculus (Mouse)
Q8C2S7	AMGO3_MOUSE	Amigo3 Ali3 Kiaa1851	Mus musculus (Mouse)
Q8C351	LAYN_MOUSE	Layn	Mus musculus (Mouse)
Q8C567	NCTR1_MOUSE	Ncr1 Ly94	Mus musculus (Mouse)
Q8C7X2	EMC1_MOUSE	Emc1 Kiaa0090	Mus musculus (Mouse)
Q8CAE9	PDXL2_MOUSE	Podxl2	Mus musculus (Mouse)
Q8CB67	LRP11_MOUSE	Lrp11	Mus musculus (Mouse)
Q8CI85	CAH12_MOUSE	Ca12 Car12	Mus musculus (Mouse)
Q8K410	ADA32_MOUSE	Adam32	Mus musculus (Mouse)
Q8K467	TMIE_MOUSE	Tmie	Mus musculus (Mouse)
Q8K4B4	IL23R_MOUSE	Il23r	Mus musculus (Mouse)
Q8QZV2	SHSA2_MOUSE	Shisa2 Shisa Tmem46	Mus musculus (Mouse)
Q8R143	PTTG_MOUSE	Pttg1ip	Mus musculus (Mouse)
Q8R182	TMG2_MOUSE	Prrg2 N4wbp1	Mus musculus (Mouse)
Q8R1V4	TMED4_MOUSE	Tmed4 Ers25	Mus musculus (Mouse)
Q8R2Q6	TECT3_MOUSE	Tctn3 Tect3	Mus musculus (Mouse)
Q8R4Y4	STAB1_MOUSE	Stab1 Feel1	Mus musculus (Mouse)
Q8VCP9	CLC14_MOUSE	Clec14a	Mus musculus (Mouse)
Q8VD58	EVI2B_MOUSE	Evi2b	Mus musculus (Mouse)
Q8VI51	SORC3_MOUSE	Sorcs3	Mus musculus (Mouse)
Q923W9	ADA33_MOUSE	Adam33	Mus musculus (Mouse)
Q99KF1	TMED9_MOUSE	Tmed9 Gp25l2	Mus musculus (Mouse)
Q9CRA0	NAR4_MOUSE	Art4	Mus musculus (Mouse)
Q9CXI3	MOXD1_MOUSE	Moxd1 Dbhr Mox	Mus musculus (Mouse)
Q9CY50	SSRA_MOUSE	Ssr1	Mus musculus (Mouse)
Q9D0L6	BAMBI_MOUSE	Bambi Nma	Mus musculus (Mouse)
Q9D164	FXYD6_MOUSE	Fxyd6 Plp	Mus musculus (Mouse)
Q9D2J4	VSIG1_MOUSE	Vsig1 Gpa34	Mus musculus (Mouse)
Q9D3X9	MFA3L_MOUSE	Mfap3l Kiaa0626	Mus musculus (Mouse)
Q9DBH5	LMAN2_MOUSE	Lman2	Mus musculus (Mouse)
Q9DBX3	SUSD2_MOUSE	Susd2	Mus musculus (Mouse)
Q9DBY4	TRIL_MOUSE	Tril Kiaa0644	Mus musculus (Mouse)
Q9DC11	PXDC2_MOUSE	Plxdc2 Tem7r	Mus musculus (Mouse)
Q9DCG2	CD302_MOUSE	Cd302 Clec13a	Mus musculus (Mouse)
Q9EQS9	IGDC4_MOUSE	Igdcc4 Ddm36 Kiaa1628 Nope	Mus musculus (Mouse)
Q9ERM2	ICAM4_MOUSE	Icam4	Mus musculus (Mouse)
Q9ERS6	IRPL2_MOUSE	Il1rapl2	Mus musculus (Mouse)
Q9JLC4	SORC1_MOUSE	Sorcs1 Sorcs	Mus musculus (Mouse)
Q9JLN5	ERMAP_MOUSE	Ermap	Mus musculus (Mouse)
Q9QY73	TMM59_MOUSE	Tmem59 ORF18 Tdcf1	Mus musculus (Mouse)
Q9QYM9	TEFF2_MOUSE	Tmeff2 MNCb-1026	Mus musculus (Mouse)
Q9QZ26	KCNE5_MOUSE	Kcne5 Kcne1l	Mus musculus (Mouse)
Q9QZC2	PLXC1_MOUSE	Plxnc1 Vespr	Mus musculus (Mouse)
Q9R0H2	MUCEN_MOUSE	Emcn Muc14	Mus musculus (Mouse)
Q9R157	ADA18_MOUSE	Adam18 Adam27 Dtgn3 Tmdc3	Mus musculus (Mouse)
Q9WTP5	CAD22_MOUSE	Cdh22	Mus musculus (Mouse)
A0A286YEC0	CIROP_MOUSE	Cirop Gm29776	Mus musculus (Mouse)
A1YIY0	FCRL6_MOUSE	Fcrl6	Mus musculus (Mouse)
A2A699	F1712_MOUSE	Fam171a2	Mus musculus (Mouse)
A2A7V7	CLM6_MOUSE	Cd300c Clm6	Mus musculus (Mouse)
A2AJA7	AEGP_MOUSE	Mamdc4 Aegp Gm995	Mus musculus (Mouse)
A2VDH3	LRC38_MOUSE	Lrrc38	Mus musculus (Mouse)
D3YZF7	VS10L_MOUSE	Vsig10l	Mus musculus (Mouse)
E9Q355	CTSG1_MOUSE	Catsperg1	Mus musculus (Mouse)
F2Z3Y9	SIM30_MOUSE	Smim30 Mavi1	Mus musculus (Mouse)
J3QNX5	SHSA8_MOUSE	Shisa8	Mus musculus (Mouse)
O54734	OST48_MOUSE	Ddost	Mus musculus (Mouse)
P01915	HB22_MOUSE		Mus musculus (Mouse)
P04230	HB21_MOUSE	H2-Eb1	Mus musculus (Mouse)
P04231	HB23_MOUSE	H2-Eb1	Mus musculus (Mouse)
P18469	HB2J_MOUSE	H2-Eb1	Mus musculus (Mouse)
P19467	MUC13_MOUSE	Muc13 Ly64	Mus musculus (Mouse)
P20040	HB24_MOUSE		Mus musculus (Mouse)
P38575	UPK2_MOUSE	Upk2	Mus musculus (Mouse)
P59481	LMA2L_MOUSE	Lman2l Vipl	Mus musculus (Mouse)
P59862	CAD26_MOUSE	Cdh26 Gm1010	Mus musculus (Mouse)
P83555	KI3L1_MOUSE	Kir3dl1	Mus musculus (Mouse)
P83626	TNR26_MOUSE	Tnfrsf26 Tnfrh3	Mus musculus (Mouse)
Q149C3	LIGO4_MOUSE	Lingo4 Lrrn6d	Mus musculus (Mouse)
Q14CH0	F171B_MOUSE	Fam171b	Mus musculus (Mouse)
Q3TNW5	MUCL3_MOUSE	Mucl3 Dpcr1 Gm630	Mus musculus (Mouse)
Q3UP75	UD3A1_MOUSE	Ugt3a1	Mus musculus (Mouse)
Q3UPR0	SHSA3_MOUSE	Shisa3	Mus musculus (Mouse)
Q3URE9	LIGO2_MOUSE	Lingo2 Lrrn6c	Mus musculus (Mouse)
Q3V172	SE1L2_MOUSE	Sel1l2 Gm118	Mus musculus (Mouse)
Q5DTZ6	RN150_MOUSE	Rnf150 Kiaa1214	Mus musculus (Mouse)
Q5F267	P5I13_MOUSE	Tp53i13 Trp53i13	Mus musculus (Mouse)
Q5RJH3	CAD12_MOUSE	Cdh12	Mus musculus (Mouse)
Q5SX19	PIGL_MOUSE	Pigl Gm737	Mus musculus (Mouse)
Q61476	DAF2_MOUSE	Cd55b Daf2	Mus musculus (Mouse)
Q61809	LRRN1_MOUSE	Lrrn1 Kiaa1497	Mus musculus (Mouse)
Q62186	SSRD_MOUSE	Ssr4	Mus musculus (Mouse)
Q6GQT9	NOMO1_MOUSE	Nomo1	Mus musculus (Mouse)
Q6GQU6	LIGO3_MOUSE	Lingo3 Lrrn6b	Mus musculus (Mouse)
Q6IEE6	T132E_MOUSE	Tmem132e Gm644	Mus musculus (Mouse)
Q6PAQ9	TMG3_MOUSE	Prrg3 Gm368 Tmg3	Mus musculus (Mouse)
Q6PB90	PCDBE_MOUSE	Pcdhb14	Mus musculus (Mouse)
Q6PD19	ARMD3_MOUSE	Armh3	Mus musculus (Mouse)
Q6PDJ1	CAHD1_MOUSE	Cachd1 Kiaa1573 Vwcd1	Mus musculus (Mouse)
Q6PFC5	LRIT2_MOUSE	Lrit2 Lrrc22	Mus musculus (Mouse)
Q6PFX6	CAD24_MOUSE	Cdh24	Mus musculus (Mouse)
Q6ZQA6	IGSF3_MOUSE	Igsf3 Kiaa0466	Mus musculus (Mouse)
Q6ZQI3	MLEC_MOUSE	Mlec Kiaa0152	Mus musculus (Mouse)
Q76HP3	T132D_MOUSE	Tmem132d Molt	Mus musculus (Mouse)
Q7TNI2	TM59L_MOUSE	Tmem59l Bsmap	Mus musculus (Mouse)
Q7TST0	BTNL1_MOUSE	Btnl1 Btnl3 Gm316 Ng10	Mus musculus (Mouse)
Q7TT41	MOXD2_MOUSE	Moxd2 Dbhl Dbhl1	Mus musculus (Mouse)
Q80TF3	PCD19_MOUSE	Pcdh19 Kiaa1313	Mus musculus (Mouse)
Q811Q4	ADA29_MOUSE	Adam29	Mus musculus (Mouse)
Q8BGX3	LRTM2_MOUSE	Lrtm2	Mus musculus (Mouse)
Q8BGZ8	ZPLD1_MOUSE	Zpld1	Mus musculus (Mouse)
Q8BH27	MEGF9_MOUSE	Megf9 Egfl5 Kiaa0818	Mus musculus (Mouse)
Q8BIZ0	PCD20_MOUSE	Pcdh20	Mus musculus (Mouse)
Q8BJE2	BTNL9_MOUSE	Btnl9	Mus musculus (Mouse)
Q8BL00	CDHR3_MOUSE	Cdhr3 Cdh28	Mus musculus (Mouse)
Q8BM92	CADH7_MOUSE	Cdh7	Mus musculus (Mouse)
Q8BQH6	CDCP2_MOUSE	Cdcp2	Mus musculus (Mouse)
Q8BTP3	MO2R5_MOUSE	Cd200r5	Mus musculus (Mouse)
Q8BVM2	ANTRL_MOUSE	Antxrl	Mus musculus (Mouse)
Q8BWQ1	UD2A3_MOUSE	Ugt2a3	Mus musculus (Mouse)
Q8BXQ3	LRTM1_MOUSE	Lrtm1	Mus musculus (Mouse)
Q8C0L0	TMX4_MOUSE	Tmx4 D2Bwg1356e Kiaa1162 Txndc13	Mus musculus (Mouse)
Q8C160	MSLNL_MOUSE	Mslnl Mpfl	Mus musculus (Mouse)
Q8CBC6	LRRN3_MOUSE	Lrrn3	Mus musculus (Mouse)
Q8JZZ0	UD3A2_MOUSE	Ugt3a2	Mus musculus (Mouse)
Q8K064	F174B_MOUSE	Fam174b	Mus musculus (Mouse)
Q8K1T1	LRC25_MOUSE	Lrrc25 Mapa	Mus musculus (Mouse)
Q8K249	CLM2_MOUSE	Cd300e Cd300le Clm2	Mus musculus (Mouse)
Q8K2J7	RELL1_MOUSE	Rell1	Mus musculus (Mouse)
Q8R1C3	VOPP1_MOUSE	Vopp1 Ecop	Mus musculus (Mouse)
Q8R3Q0	SARAF_MOUSE	Saraf Tmem66	Mus musculus (Mouse)
Q8VCD3	LMA1L_MOUSE	Lman1l Ergl	Mus musculus (Mouse)
Q8VD31	TPSNR_MOUSE	Tapbpl	Mus musculus (Mouse)
Q91W20	LRC26_MOUSE	Lrrc26	Mus musculus (Mouse)
Q91XY4	PCDG4_MOUSE	Pcdhga4	Mus musculus (Mouse)
Q91Y20	PCDAA_MOUSE	Pcdha10	Mus musculus (Mouse)
Q91Z22	PORIM_MOUSE	Tmem123	Mus musculus (Mouse)
Q91ZV3	DCBD2_MOUSE	Dcbld2 Esdn	Mus musculus (Mouse)
Q922T2	MFAP3_MOUSE	Mfap3	Mus musculus (Mouse)
Q923D3	PARM1_MOUSE	Parm1	Mus musculus (Mouse)
Q99JS0	NCMAP_MOUSE	Ncmap	Mus musculus (Mouse)
Q99KW9	TIP_MOUSE	Itfg1 D8Wsu49e Lnkn-1 Tip	Mus musculus (Mouse)
Q99LV7	PIGX_MOUSE	Pigx	Mus musculus (Mouse)
Q9CPW5	SSRB_MOUSE	Ssr2	Mus musculus (Mouse)
Q9CR64	KISHA_MOUSE	Tmem167a Tmem167	Mus musculus (Mouse)
Q9CXE7	TMED5_MOUSE	Tmed5	Mus musculus (Mouse)
Q9CXY9	GPI8_MOUSE	Pigk	Mus musculus (Mouse)
Q9D2E9	TM190_MOUSE	Tmem190	Mus musculus (Mouse)
Q9D2R4	TMD11_MOUSE	Tmed11	Mus musculus (Mouse)
Q9D2W0	FXYD4_MOUSE	Fxyd4	Mus musculus (Mouse)
Q9D3L0	F174A_MOUSE	Fam174a Tmem157	Mus musculus (Mouse)
Q9D4J3	DCBD1_MOUSE	Dcbld1	Mus musculus (Mouse)
Q9D5K1	TMM81_MOUSE	Tmem81	Mus musculus (Mouse)
Q9D710	TMX2_MOUSE	Tmx2 Txndc14	Mus musculus (Mouse)
Q9D780	SLAF9_MOUSE	Slamf9	Mus musculus (Mouse)
Q9D871	CEA18_MOUSE	Ceacam18	Mus musculus (Mouse)
Q9D9M0	PRS52_MOUSE	Prss52 Tesp3	Mus musculus (Mouse)
Q9EP72	EMC7_MOUSE	Emc7 Orf3	Mus musculus (Mouse)
Q9JK39	BTNLA_MOUSE	Btnl10 Butr1	Mus musculus (Mouse)
Q9JKA5	GPA33_MOUSE	Gpa33	Mus musculus (Mouse)
Q9JL59	SCT1B_MOUSE	Sectm1b K12 Sectm1	Mus musculus (Mouse)
Q9JLL0	CRIM1_MOUSE	Crim1	Mus musculus (Mouse)
Q9WTM3	SEM6C_MOUSE	Sema6c Semay	Mus musculus (Mouse)
Q9Z0M3	CAD20_MOUSE	Cdh20 Cdh7	Mus musculus (Mouse)
Q9Z109	VSIG2_MOUSE	Vsig2 Ctm Ctxl	Mus musculus (Mouse)
A0A1W2P7I0	KANTR_MOUSE	Kantr Spasm	Mus musculus (Mouse)
A0A6I8MX38	TUG1_MOUSE	Tug1	Mus musculus (Mouse)
A2A9Q0	FND10_MOUSE	Fndc10	Mus musculus (Mouse)
A2ASA8	IPIL1_MOUSE	Itpripl1	Mus musculus (Mouse)
B7ZWI3	TMM92_MOUSE	Tmem92	Mus musculus (Mouse)
D3YUK8	PTIP2_MOUSE	Pttg1ip2	Mus musculus (Mouse)
D3YX43	VSI10_MOUSE	Vsig10	Mus musculus (Mouse)
G3X8R9	TMIG3_MOUSE	Tmigd3	Mus musculus (Mouse)
P0C6B7	IGSF6_MOUSE	Igsf6	Mus musculus (Mouse)
P86045	TM207_MOUSE	Tmem207	Mus musculus (Mouse)
Q08EA8	TM213_MOUSE	Tmem213	Mus musculus (Mouse)
Q0VAY3	F187B_MOUSE	Fam187b Tmem162	Mus musculus (Mouse)
Q0VBF2	TM52B_MOUSE	Tmem52b	Mus musculus (Mouse)
Q0VBP7	SHSL1_MOUSE	Shisal1 Kiaa1644	Mus musculus (Mouse)
Q2YFS1	PILB2_MOUSE	Pilrb2	Mus musculus (Mouse)
Q32M26	CK087_MOUSE		Mus musculus (Mouse)
Q3TYX2	LRN4L_MOUSE	Lrrn4cl	Mus musculus (Mouse)
Q3UU94	MANS4_MOUSE	Mansc4 Gm5887	Mus musculus (Mouse)
Q3UV16	IPIL2_MOUSE	Itpripl2	Mus musculus (Mouse)
Q3V0X1	SMIM9_MOUSE	Smim9	Mus musculus (Mouse)
Q5RKS2	SMIM7_MOUSE	Smim7	Mus musculus (Mouse)
Q6NXM3	TM130_MOUSE	Tmem130	Mus musculus (Mouse)
Q6P3A4	VSIG8_MOUSE	Vsig8	Mus musculus (Mouse)
Q6P4U0	THS7B_MOUSE	Thsd7b	Mus musculus (Mouse)
Q75VT8	HIDE1_MOUSE	Hide1	Mus musculus (Mouse)
Q80X45	KISHB_MOUSE	Tmem167b	Mus musculus (Mouse)
Q8C013	TPBGL_MOUSE	Tpbgl Gm4980	Mus musculus (Mouse)
Q8C6Z1	MUC15_MOUSE	Muc15	Mus musculus (Mouse)
Q8CA71	SHSA4_MOUSE	Shisa4 Tmem58	Mus musculus (Mouse)
Q8CEF9	T132C_MOUSE	Tmem132c	Mus musculus (Mouse)
Q8K201	KCT2_MOUSE	Kct2	Mus musculus (Mouse)
Q8VIH7	CYYR1_MOUSE	Cyyr1	Mus musculus (Mouse)
Q91WR6	GINM1_MOUSE	Ginm1	Mus musculus (Mouse)
Q91X21	K2013_MOUSE	Kiaa2013	Mus musculus (Mouse)
